citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:45:27.749435031Z 2018-11-03 18:45:27 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:36:41.102955832Z 2018-11-03 19:36:41 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=333fbe858b9f19047795a4f414b9165a, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:36:41.109263537Z 2018-11-03 19:36:41 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"1cw26o5phxpxX2avQN6PGgO2EsZyFMWGu3ZHBB4gd8ulhpbNUfqDj2ts/K1JjHm2ujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:36:41.642021280Z 2018-11-03 19:36:41 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:37:00.870220387Z 2018-11-03 19:37:00 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:37:01.220850079Z 2018-11-03 19:37:01 [XNIO-2 task-7] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265564071636500480,"phone":"17703676242","citicOpenId":"83D86FAAD8904C83ABBF73802B3B2007","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:37:01.220903627Z 2018-11-03 19:37:01 [XNIO-2 task-7] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"83D86FAAD8904C83ABBF73802B3B2007","isAuthenticated":false,"level":"1","phone":"17703676242","uid":265564071636500480}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:37:36.047520751Z 2018-11-03 19:37:36 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:37:38.437126845Z 2018-11-03 19:37:38 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:38:36.697215022Z 2018-11-03 19:38:36 [XNIO-2 task-18] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:38:44.612573400Z 2018-11-03 19:38:44 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:39:01.492890230Z 2018-11-03 19:39:01 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:39:05.835638719Z 2018-11-03 19:39:05 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:39:29.742299012Z 2018-11-03 19:39:29 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:39:42.698664989Z 2018-11-03 19:39:42 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:39:55.507087037Z 2018-11-03 19:39:55 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:20.693542718Z 2018-11-03 19:40:20 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:25.816438967Z 2018-11-03 19:40:25 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:26.146191832Z 2018-11-03 19:40:26 [XNIO-2 task-11] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265564980902887424,"phone":"13695950571","citicOpenId":"6C531AF2A83544E58A45ACBA5481E384","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:26.146264453Z 2018-11-03 19:40:26 [XNIO-2 task-11] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"6C531AF2A83544E58A45ACBA5481E384","isAuthenticated":false,"level":"0","phone":"13695950571","uid":265564980902887424}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:29.367954630Z 2018-11-03 19:40:29 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.953804250Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265564980902887424,"phone":"13695950571","citicOpenId":"6C531AF2A83544E58A45ACBA5481E384","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.953891964Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"6C531AF2A83544E58A45ACBA5481E384","isAuthenticated":false,"level":"0","phone":"13695950571","uid":265564980902887424}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.955567464Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.964844138Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.966637311Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.968427920Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.970188875Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.972170758Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.973945428Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.975626454Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.977321446Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.977376986Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.977415107Z 2018-11-03 19:40:31 [XNIO-2 task-8] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.6088886,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.992105684Z 2018-11-03 19:40:31 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=d2df5512e95cb915a4f71f58cda56467, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T11:40:31.998655847Z 2018-11-03 19:40:31 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"qJ1FrkJo5nzppjLtMSDmNlrWyItOQiNwJ4hGlmTu8krinwlFCBYvnXhV9xK0J4zVujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:10.771650724Z 2018-11-03 19:49:10 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.969352832Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265566926787313664,"phone":"13865152583","citicOpenId":"0B33EB47099045F496B4D7A0ED307517","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.969395123Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"0B33EB47099045F496B4D7A0ED307517","isAuthenticated":false,"level":"1","phone":"13865152583","uid":265566926787313664}
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.969946016Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.973225629Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.973851485Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.974510125Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.975149814Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.975772702Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.976395761Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.977004580Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.977726464Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.977753595Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.977770600Z 2018-11-03 19:49:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.099448144,uid is:,may product is:6
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:31.986128683Z 2018-11-03 19:49:31 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit input is MemberRightsRequest(userToken=abb2bb698a14ea956f065dffd263c40a, channelId=91776C2131DD05EBA64DA6306A3563DF, bizVO=MemberRightsCommentInsert(merchantId=00000, memberRightsId=6, rightsId=4, title=19.8元爱奇艺黄金会员月卡, subTitle=null, listImage=https://tech.c.citic/unitary-buy/pictures/aiqiyi.png, showImage=https://tech.c.citic/unitary-buy/pictures/aiqiyi.png, remark=1） 本券兑换有效期至2018年11月10日；<br/>2） 本券仅限充入本次活动获奖的中国移动手机号码；<br/>3） 充值成功后，请前往爱奇艺官网查询会员卡状态；<br/>4） 会员详情请前往爱奇艺官网查看VIP会员服务协议；<br/>5）有效充值时间为每天7:00-24:00；无效时间将不可充值。, typeFlag=6, statusFlag=1, totalTimes=1, usedTimes=0, useUrl={"web":"https://one.citic.com/lm/member/draw/drawRightsUse","android":"https://one.citic.com/lm/member/draw/drawRightsUse","wechat":"https://one.citic.com/lm/member/draw/drawRightsUse","ios":"https://one.citic.com/lm/member/draw/drawRightsUse"}, comeFrom=爱奇艺, createTime=2018-11-03 19:49:31, startTime=2018-11-03 19:49:31, endTime=2018-11-10 23:59:59, activityCode=null, code=null, thresholdAmount=null, discountAmount=19.8, reachFlag=true))
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:32.022765001Z 2018-11-03 19:49:32 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit output is {"msg":"SUCCESS","statusCode":100}
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:33.158571764Z 2018-11-03 19:49:33 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:49:40.511448597Z 2018-11-03 19:49:40 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_8  | 2018-11-03T11:50:06.165515936Z 2018-11-03 19:50:06 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:54:24.761166705Z 2018-11-03 18:54:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:54:36.866447934Z 2018-11-03 18:54:36 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:55:10.560016987Z 2018-11-03 18:55:10 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:55:44.770984441Z 2018-11-03 18:55:44 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:00.764335847Z 2018-11-03 18:56:00 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:00.979336787Z 2018-11-03 18:56:00 [XNIO-2 task-10] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265553802873012224,"phone":"13712086944","citicOpenId":"E1920CBFD62C44DBA6DD3F593CA757C0","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:00.979410471Z 2018-11-03 18:56:00 [XNIO-2 task-10] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"E1920CBFD62C44DBA6DD3F593CA757C0","isAuthenticated":false,"level":"1","phone":"13712086944","uid":265553802873012224}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:02.807873391Z 2018-11-03 18:56:02 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:06.739373029Z 2018-11-03 18:56:06 [XNIO-2 task-12] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265553802873012224,"phone":"13712086944","citicOpenId":"E1920CBFD62C44DBA6DD3F593CA757C0","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T10:56:06.739434098Z 2018-11-03 18:56:06 [XNIO-2 task-12] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"E1920CBFD62C44DBA6DD3F593CA757C0","isAuthenticated":false,"level":"1","phone":"13712086944","uid":265553802873012224}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:19:38.956108086Z 2018-11-03 19:19:38 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit input is MemberRightsRequest(userToken=618a925014e32b698a9cc05104b71786, channelId=91776C2131DD05EBA64DA6306A3563DF, bizVO=MemberRightsCommentInsert(merchantId=00000, memberRightsId=5, rightsId=4, title=20元优酷土豆黄金会员月卡, subTitle=null, listImage=https://tech.c.citic/unitary-buy/pictures/youku.png, showImage=https://tech.c.citic/unitary-buy/pictures/youku.png, remark=1） 本券兑换有效期至2018年11月10日；<br/>2） 本券仅限充入本次活动获奖的中国移动手机号码；<br/>3） 充值成功后，请前往优酷土豆官网查询会员卡状态；<br/>4 )  会员详情请前往优酷土豆官网查看会员服务协议；<br/>5）有效充值时间为每天7:00-24:00；无效时间将不可充值。, typeFlag=6, statusFlag=1, totalTimes=1, usedTimes=0, useUrl={"web":"https://one.citic.com/lm/member/draw/drawRightsUse","android":"https://one.citic.com/lm/member/draw/drawRightsUse","wechat":"https://one.citic.com/lm/member/draw/drawRightsUse","ios":"https://one.citic.com/lm/member/draw/drawRightsUse"}, comeFrom=优酷土豆, createTime=2018-11-03 19:19:38, startTime=2018-11-03 19:19:38, endTime=2018-11-10 23:59:59, activityCode=null, code=null, thresholdAmount=null, discountAmount=20, reachFlag=true))
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:19:38.988794427Z 2018-11-03 19:19:38 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit output is {"msg":"SUCCESS","statusCode":100}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:19:41.078955893Z 2018-11-03 19:19:41 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:19:55.631255253Z 2018-11-03 19:19:55 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:10.823004965Z 2018-11-03 19:20:10 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:26.480237003Z 2018-11-03 19:20:26 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:26.620821595Z 2018-11-03 19:20:26 [XNIO-2 task-17] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265559624864759808,"phone":"13691851281","citicOpenId":"8EAB44AC653849C08B81B30144C4183D","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:26.620873185Z 2018-11-03 19:20:26 [XNIO-2 task-17] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"8EAB44AC653849C08B81B30144C4183D","isAuthenticated":false,"level":"1","phone":"13691851281","uid":265559624864759808}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:36.903554626Z 2018-11-03 19:20:36 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:20:43.257080234Z 2018-11-03 19:20:43 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:21:10.003561436Z 2018-11-03 19:21:10 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:21:58.009237157Z 2018-11-03 19:21:58 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:22:10.334077210Z 2018-11-03 19:22:10 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:22:45.532111127Z 2018-11-03 19:22:45 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T11:23:13.919552658Z 2018-11-03 19:23:13 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:14:52.920074461Z 2018-11-03 19:14:52 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"0B8687C1DE594656B735E51A33914C8B","isAuthenticated":false,"level":"0","phone":"13986995287","uid":265558432050839552}
